slot_a_real,slot_a_real_abs_log1p,slot_a_real_is_even,slot_a_real_mod3,slot_a_real_mod5,slot_a_real_mod7,slot_a_real_mod10,slot_a_imag,slot_a_imag_abs_log1p,slot_a_imag_is_even,slot_a_imag_mod3,slot_a_imag_mod5,slot_a_imag_mod7,slot_a_imag_mod10,slot_b_real,slot_b_real_abs_log1p,slot_b_real_sign,slot_b_real_is_even,slot_b_real_mod3,slot_b_real_mod5,slot_b_real_mod7,slot_b_real_mod10,slot_b_imag,slot_b_imag_abs_log1p,slot_b_imag_sign,slot_b_imag_is_even,slot_b_imag_mod3,slot_b_imag_mod5,slot_b_imag_mod7,slot_b_imag_mod10,slot_radius,slot_radius_abs_log1p,slot_radius_is_even,slot_radius_mod3,slot_radius_mod5,slot_radius_mod7,slot_radius_mod10,gcd_all,n_multiple_pairs,y
150,5.017279836814924,1,0,0,3,0,28,3.367295829986474,1,1,3,0,8,-1350,7.208600337960199,-1,1,0,0,1,0,-29232,10.283053487118604,-1,1,0,3,0,8,9,2.302585092994046,0,0,4,2,9,1,4,3700.0
50,3.9318256327243257,1,2,0,1,0,56,4.04305126783455,1,2,1,0,6,-4248,8.354438940114811,-1,1,0,2,1,2,9156,9.122273893107732,1,1,0,1,0,6,6,1.9459101490553132,1,0,1,6,6,2,2,1258.0
57,4.060443010546419,0,0,2,1,7,60,4.110873864173311,1,0,0,4,0,6608,8.796187635470453,1,1,2,3,0,8,-6936,8.844624683385302,-1,1,0,4,1,4,4,1.6094379124341003,1,1,4,4,4,1,3,2726.0
92,4.532599493153256,1,2,2,1,2,97,4.584967478670572,0,1,2,6,7,-2772,7.927685045615778,-1,1,0,3,0,8,4788,8.47407690034261,1,1,0,3,0,8,6,1.9459101490553132,1,0,1,6,6,1,2,234.0
146,4.990432586778736,1,2,1,6,6,108,4.6913478822291435,1,0,3,3,8,-5904,8.683554728631462,-1,1,0,1,4,6,3024,8.014666370464942,1,1,0,4,0,4,6,1.9459101490553132,1,0,1,6,6,2,4,180.0
14,2.70805020110221,1,2,4,0,4,114,4.74493212836325,1,0,4,2,4,-736,6.602587892189336,-1,1,2,4,6,4,2088,7.644440761556566,1,1,0,3,2,8,2,1.0986122886681098,1,2,2,2,2,2,4,884.0
141,4.955827057601261,0,0,1,1,1,48,3.8918202981106265,1,0,3,6,8,-1026,6.934397209928558,-1,1,0,4,3,4,-1392,7.239214973779806,-1,1,0,3,1,8,2,1.0986122886681098,1,2,2,2,2,1,4,825.0
19,2.995732273553991,0,1,4,5,9,79,4.382026634673881,0,1,4,2,9,1299,7.170119543449628,1,0,0,4,4,9,5751,8.657302899400882,1,0,0,1,4,1,3,1.3862943611198906,0,0,3,3,3,1,2,1750.0
91,4.5217885770490405,0,1,1,0,1,28,3.367295829986474,1,1,3,0,8,660,6.493753839851686,1,1,0,0,2,0,-1808,7.500529485395295,-1,1,1,2,5,2,2,1.0986122886681098,1,2,2,2,2,1,3,1088.0
72,4.290459441148391,1,0,2,2,2,137,4.927253685157205,0,2,2,4,7,-4508,8.413830678421084,-1,1,1,2,0,2,3353,8.117908942383155,1,0,2,3,0,3,7,2.0794415416798357,0,1,2,0,7,1,2,500.0
121,4.804021044733257,0,1,1,2,1,35,3.58351893845611,0,2,0,0,5,224,5.41610040220442,1,1,2,4,0,4,-1708,7.443663683115591,-1,1,2,2,0,2,4,1.6094379124341003,1,1,4,4,4,1,2,783.0
52,3.970291913552122,1,1,2,3,2,101,4.624972813284271,0,2,1,3,1,-5800,8.665785595466064,-1,1,2,0,3,0,7250,8.888894669371593,1,1,2,0,5,0,5,1.791759469228055,0,2,0,5,5,1,2,1305.0
120,4.795790545596741,1,0,0,1,0,25,3.258096538021482,0,1,0,4,5,-234,5.459585514144159,-1,1,0,1,4,6,1353,7.21081845347222,1,0,0,3,2,3,3,1.3862943611198906,0,0,3,3,3,1,3,470.0
28,3.367295829986474,1,1,3,0,8,105,4.663439094112067,0,0,0,0,5,422,6.0473721790462776,1,1,2,2,2,2,1132,7.0326242610280065,1,1,1,2,5,2,2,1.0986122886681098,1,2,2,2,2,1,3,445.0
112,4.727387818712341,1,1,2,0,2,27,3.332204510175204,0,0,2,6,7,1296,7.167809184316444,1,1,0,1,1,6,-14568,9.586651262653996,-1,1,0,2,6,2,6,1.9459101490553132,1,0,1,6,6,1,3,2738.0
28,3.367295829986474,1,1,3,0,8,113,4.736198448394496,0,2,3,1,3,300,5.707110264748875,1,1,0,0,6,0,425,6.054439346269371,1,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,1,2,520.0
110,4.709530201312334,1,2,0,5,0,137,4.927253685157205,0,2,2,4,7,-5010,8.519390774959724,-1,1,0,0,2,0,-2988,8.002694162283937,-1,1,0,2,1,2,3,1.3862943611198906,0,0,3,3,3,1,2,1943.0
74,4.31748811353631,1,2,4,4,4,79,4.382026634673881,0,1,4,2,9,1818,7.506042178518122,1,1,0,3,5,8,22764,10.032979547768882,1,1,0,4,0,4,6,1.9459101490553132,1,0,1,6,6,1,2,3403.0
88,4.48863636973214,1,1,3,4,8,138,4.9344739331306915,1,0,3,5,8,-9248,9.13227071655426,-1,1,1,2,6,2,-6024,8.703672758358856,-1,1,0,1,3,6,4,1.6094379124341003,1,1,4,4,4,2,3,2842.0
19,2.995732273553991,0,1,4,5,9,97,4.584967478670572,0,1,2,6,7,4864,8.489821994620105,1,1,1,4,6,4,-176,5.176149732573829,-1,1,1,4,6,4,8,2.1972245773362196,1,2,3,1,8,1,3,1102.0
44,3.8066624897703196,1,2,4,2,4,93,4.543294782270004,0,0,3,2,3,-1280,7.155396301896734,-1,1,1,0,1,0,5140,8.545002892055505,1,1,1,0,2,0,10,2.3978952727983707,1,1,0,3,0,1,2,520.0
65,4.189654742026425,0,2,0,2,5,72,4.290459441148391,1,0,2,2,2,5155,8.547916364059079,1,0,1,0,3,5,-17975,9.796792813865165,-1,0,1,0,1,5,5,1.791759469228055,0,2,0,5,5,1,3,4181.0
14,2.70805020110221,1,2,4,0,4,61,4.127134385045092,0,1,1,5,1,5410,8.596189197642735,1,1,1,0,6,0,-15275,9.634038248345407,-1,0,1,0,6,5,5,1.791759469228055,0,2,0,5,5,1,2,3552.0
111,4.718498871295094,0,0,1,6,1,21,3.091042453358316,0,0,1,0,1,-1818,7.506042178518122,-1,1,0,2,2,2,-903,6.806829360392176,-1,0,0,2,0,7,3,1.3862943611198906,0,0,3,3,3,3,5,455.0
46,3.8501476017100584,1,1,1,4,6,41,3.7376696182833684,0,2,1,6,1,-1346,7.205635176410364,-1,1,1,4,5,4,4148,8.330622620332868,1,1,2,3,4,8,2,1.0986122886681098,1,2,2,2,2,1,3,2075.0
91,4.5217885770490405,0,1,1,0,1,36,3.6109179126442243,1,0,1,1,6,-355,5.87493073085203,-1,0,2,0,2,5,-4700,8.45553053102413,-1,1,1,0,4,0,5,1.791759469228055,0,2,0,5,5,1,2,1184.0
58,4.07753744390572,1,1,3,2,8,137,4.927253685157205,0,2,2,4,7,-3364,8.121183242078828,-1,1,2,1,3,6,-6160,8.725994381014571,-1,1,2,0,0,0,4,1.6094379124341003,1,1,4,4,4,1,3,2175.0
102,4.634728988229636,1,0,2,4,2,114,4.74493212836325,1,0,4,2,4,-4440,8.398634855292102,-1,1,0,0,5,0,22200,10.007892611890918,1,1,0,0,3,0,10,2.3978952727983707,1,1,0,3,0,2,3,1224.0
92,4.532599493153256,1,2,2,1,2,95,4.564348191467836,0,2,0,4,5,-1304,7.173958319756794,-1,1,1,1,5,6,4540,8.420902531097951,1,1,1,0,4,0,2,1.0986122886681098,1,2,2,2,2,1,3,2132.0
134,4.90527477843843,1,2,4,1,4,108,4.6913478822291435,1,0,3,3,8,-11232,9.326611153641569,-1,1,0,3,3,8,22578,10.024775549743328,1,1,0,3,3,8,6,1.9459101490553132,1,0,1,6,6,2,4,3293.0
138,4.9344739331306915,1,0,3,5,8,51,3.9512437185814275,0,0,1,2,1,-22200,10.007892611890918,-1,1,0,0,4,0,-10650,9.273409063443166,-1,1,0,0,4,0,10,2.3978952727983707,1,1,0,3,0,1,2,1785.0
75,4.330733340286331,0,0,0,5,5,15,2.772588722239781,0,0,0,1,5,-5187,8.554103545436334,-1,0,0,3,0,3,-3675,8.209580483475577,-1,0,0,0,0,5,7,2.0794415416798357,0,1,2,0,7,1,5,666.0
100,4.61512051684126,1,1,0,2,0,107,4.68213122712422,0,2,2,2,7,-200,5.303304908059076,-1,1,1,0,3,0,-52,3.970291913552122,-1,1,2,3,4,8,2,1.0986122886681098,1,2,2,2,2,1,4,260.0
107,4.68213122712422,0,2,2,2,7,106,4.672828834461906,1,1,1,1,6,1195,7.086737934510577,1,0,1,0,5,5,19850,9.89600966268017,1,1,2,0,5,0,5,1.791759469228055,0,2,0,5,5,1,2,3526.0
68,4.23410650459726,1,2,3,5,8,40,3.713572066704308,1,1,0,5,0,-402,5.998936561946683,-1,1,0,3,4,8,-360,5.8888779583328805,-1,1,0,0,4,0,3,1.3862943611198906,0,0,3,3,3,1,3,250.0
135,4.912654885736052,0,0,0,2,5,88,4.48863636973214,1,1,3,4,8,810,6.698268054115413,1,1,0,0,5,0,-22032,10.000296608464188,-1,1,0,3,4,8,6,1.9459101490553132,1,0,1,6,6,1,3,4305.0
98,4.59511985013459,1,2,3,0,8,85,4.454347296253507,0,1,0,1,5,-7640,8.941283763647567,-1,1,1,0,4,0,11380,9.33970057728189,1,1,1,0,5,0,10,2.3978952727983707,1,1,0,3,0,1,2,360.0
87,4.477336814478207,0,0,2,3,7,19,2.995732273553991,0,1,4,5,9,912,6.816735880594968,1,1,0,2,2,2,4396,8.388677769180811,1,1,1,1,0,6,2,1.0986122886681098,1,2,2,2,2,1,3,2250.0
81,4.406719247264253,0,0,1,4,1,84,4.442651256490317,1,0,4,0,4,-8352,9.030376034755907,-1,1,0,3,6,8,-3864,8.259716961021523,-1,1,0,1,0,6,8,2.1972245773362196,1,2,3,1,8,1,3,1221.0
77,4.356708826689592,0,2,2,0,7,22,3.1354942159291497,1,1,2,1,2,763,6.638567789166521,1,0,1,3,0,3,14308,9.568643988906736,1,1,1,3,0,8,7,2.0794415416798357,0,1,2,0,7,1,3,1998.0
56,4.04305126783455,1,2,1,0,6,28,3.367295829986474,1,1,3,0,8,-18576,9.829679535391405,-1,1,0,4,2,4,17010,9.741615472609583,1,1,0,0,0,0,9,2.302585092994046,0,0,4,2,9,1,3,2262.0
72,4.290459441148391,1,0,2,2,2,133,4.897839799950911,0,1,3,0,3,-4752,8.46653127661401,-1,1,0,3,1,8,5908,8.684231891345675,1,1,1,3,0,8,4,1.6094379124341003,1,1,4,4,4,1,4,1305.0
124,4.8283137373023015,1,1,4,5,4,142,4.962844630259907,1,1,2,2,2,-3072,8.030409562130485,-1,1,0,3,1,8,2502,7.8252452914317745,1,1,0,2,3,2,6,1.9459101490553132,1,0,1,6,6,2,2,493.0
35,3.58351893845611,0,2,0,0,5,57,4.060443010546419,0,0,2,1,7,-9576,9.16711966952162,-1,1,0,4,0,4,27729,10.230270138609823,1,0,0,4,2,9,9,2.302585092994046,0,0,4,2,9,1,3,2675.0
127,4.852030263919617,0,1,2,1,7,147,4.997212273764115,0,0,2,0,7,-4735,8.462948176563842,-1,0,2,0,4,5,6600,8.79497643168877,1,1,0,0,6,0,5,1.791759469228055,0,2,0,5,5,1,2,663.0
131,4.882801922586371,0,2,1,5,1,15,2.772588722239781,0,0,0,1,5,-15744,9.664278133535126,-1,1,0,1,6,6,-12840,9.460398455831275,-1,1,0,0,5,0,8,2.1972245773362196,1,2,3,1,8,1,3,1955.0
33,3.5263605246161616,0,0,3,5,3,96,4.574710978503383,1,0,1,5,6,-8973,9.102086786535928,-1,0,0,2,1,7,29376,10.287967334235157,1,1,0,1,4,6,9,2.302585092994046,0,0,4,2,9,3,3,2500.0
101,4.624972813284271,0,2,1,3,1,143,4.969813299576001,0,2,3,3,3,-2100,7.650168700845001,-1,1,0,0,0,0,2555,7.846198815497425,1,0,2,0,0,5,5,1.791759469228055,0,2,0,5,5,1,2,221.0
20,3.044522437723423,1,2,0,6,0,49,3.912023005428146,0,1,4,0,9,19980,9.902537101000133,1,1,0,0,2,0,-18711,9.836920308264014,-1,0,0,4,0,9,9,2.302585092994046,0,0,4,2,9,1,3,3480.0
85,4.454347296253507,0,1,0,1,5,79,4.382026634673881,0,1,4,2,9,-18670,9.834726796965336,-1,1,2,0,6,0,53100,10.879951039444416,1,1,0,0,5,0,10,2.3978952727983707,1,1,0,3,0,1,2,4633.0
136,4.919980925828125,1,1,1,3,6,46,3.8501476017100584,1,1,1,4,6,-2178,7.68662133494462,-1,1,0,2,6,2,1686,7.430707082545968,1,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,1,2,530.0
123,4.820281565605037,0,0,3,4,3,87,4.477336814478207,0,0,2,3,7,-6075,8.712101863715663,-1,0,0,0,1,5,-975,6.883462586413092,-1,0,0,0,5,5,5,1.791759469228055,0,2,0,5,5,1,2,870.0
62,4.143134726391533,1,2,2,6,2,122,4.812184355372417,1,2,2,3,2,3321,8.10832229017324,1,0,0,1,3,1,46962,10.7571153366182,1,1,0,2,6,2,9,2.302585092994046,0,0,4,2,9,1,2,4223.0
34,3.5553480614894135,1,1,4,6,4,107,4.68213122712422,0,2,2,2,7,-5470,8.607216694063826,-1,1,2,0,4,0,-10800,9.287394001418473,-1,1,0,0,1,0,5,1.791759469228055,0,2,0,5,5,1,2,2849.0
84,4.442651256490317,1,0,4,0,4,129,4.867534450455582,0,0,4,3,9,120,4.795790545596741,1,1,0,0,1,0,1124,7.025538314638521,1,1,2,4,4,4,2,1.0986122886681098,1,2,2,2,2,1,3,380.0
60,4.110873864173311,1,0,0,4,0,93,4.543294782270004,0,0,3,2,3,-3132,8.049746290952191,-1,1,0,3,4,8,-6723,8.813438494528507,-1,0,0,2,4,7,3,1.3862943611198906,0,0,3,3,3,3,4,2664.0
75,4.330733340286331,0,0,0,5,5,77,4.356708826689592,0,2,2,0,7,-6012,8.70167907103957,-1,1,0,3,1,8,12432,9.428109506952937,1,1,0,2,0,2,6,1.9459101490553132,1,0,1,6,6,1,2,1702.0
42,3.7612001156935624,1,0,2,0,2,125,4.836281906951478,0,2,0,6,5,840,6.734591659972948,1,1,0,0,0,0,20096,9.908325829176377,1,1,2,1,6,6,8,2.1972245773362196,1,2,3,1,8,1,3,1575.0
20,3.044522437723423,1,2,0,6,0,111,4.718498871295094,0,0,1,6,1,1540,7.340186835320115,1,1,1,0,0,0,8799,9.082507000466299,1,0,0,4,0,9,7,2.0794415416798357,0,1,2,0,7,1,3,600.0
24,3.2188758248682006,1,0,4,3,4,120,4.795790545596741,1,0,0,1,0,1696,7.436617265234227,1,1,1,1,2,6,-2880,7.9658927350845286,-1,1,0,0,4,0,2,1.0986122886681098,1,2,2,2,2,2,7,1904.0
63,4.1588830833596715,0,0,3,0,3,26,3.295836866004329,1,2,1,5,6,-9750,9.18512512283512,-1,1,0,0,1,0,-5680,8.644882552557126,-1,1,2,0,4,0,10,2.3978952727983707,1,1,0,3,0,1,3,897.0
48,3.8918202981106265,1,0,3,6,8,28,3.367295829986474,1,1,3,0,8,6012,8.70167907103957,1,1,0,2,6,2,-8127,9.003070169818264,-1,0,0,3,0,3,9,2.302585092994046,0,0,4,2,9,1,2,1595.0
39,3.6888794541139363,0,0,4,4,9,34,3.5553480614894135,1,1,4,6,4,804,6.690842277418564,1,1,0,4,6,4,-3654,8.203851372183879,-1,1,0,1,0,6,3,1.3862943611198906,0,0,3,3,3,1,3,1375.0
69,4.248495242049359,0,0,4,6,9,16,2.833213344056216,1,1,1,2,6,-735,6.601230118728877,-1,0,0,0,0,5,4800,8.476579508530941,1,1,0,0,5,0,5,1.791759469228055,0,2,0,5,5,1,3,902.0
33,3.5263605246161616,0,0,3,5,3,149,5.0106352940962555,0,2,4,2,9,570,6.3473892096560105,1,1,0,0,3,0,3716,8.220672170297252,1,1,2,1,6,6,2,1.0986122886681098,1,2,2,2,2,1,2,1599.0
134,4.90527477843843,1,2,4,1,4,51,3.9512437185814275,0,0,1,2,1,2152,7.674617497364363,1,1,1,2,3,2,-7636,8.940760134888384,-1,1,2,4,1,4,2,1.0986122886681098,1,2,2,2,2,1,3,4144.0
143,4.969813299576001,0,2,3,3,3,59,4.0943445622221,0,2,4,3,9,-1790,7.490529402060711,-1,1,1,0,2,0,-4645,8.443761913330354,-1,0,2,0,3,5,5,1.791759469228055,0,2,0,5,5,1,2,1275.0
51,3.9512437185814275,0,0,1,2,1,13,2.6390573296152584,0,1,3,6,3,-714,6.5722825426940075,-1,1,0,1,0,6,-3647,8.201934351194222,-1,0,1,3,0,3,7,2.0794415416798357,0,1,2,0,7,1,3,663.0
81,4.406719247264253,0,0,1,4,1,58,4.07753744390572,1,1,3,2,8,2223,7.707062655370473,1,0,0,3,4,3,9132,9.11964950669168,1,1,0,2,4,2,3,1.3862943611198906,0,0,3,3,3,1,3,3034.0
55,4.02535169073515,0,1,0,6,5,76,4.343805421853684,1,1,1,6,6,-12523,9.435402082446297,-1,0,2,2,0,7,32389,10.385605012165374,1,0,1,4,0,9,7,2.0794415416798357,0,1,2,0,7,1,2,4329.0
13,2.6390573296152584,0,1,3,6,3,102,4.634728988229636,1,0,2,4,2,-2430,7.796057974316123,-1,1,0,0,6,0,6288,8.746557354543503,1,1,0,3,2,8,6,1.9459101490553132,1,0,1,6,6,1,3,545.0
147,4.997212273764115,0,0,2,0,7,110,4.709530201312334,1,2,0,5,0,-7552,8.929700114313448,-1,1,2,3,1,8,7220,8.884748726451182,1,1,2,0,3,0,4,1.6094379124341003,1,1,4,4,4,1,2,1885.0
125,4.836281906951478,0,2,0,6,5,69,4.248495242049359,0,0,4,6,9,-4200,8.343077871169383,-1,1,0,0,0,0,8001,8.98744678941718,1,0,0,1,0,1,7,2.0794415416798357,0,1,2,0,7,1,2,715.0
115,4.7535901911063645,0,1,0,3,5,105,4.663439094112067,0,0,0,0,5,260,5.564520407322694,1,1,2,0,1,0,8880,9.091669442258505,1,1,0,0,4,0,4,1.6094379124341003,1,1,4,4,4,1,2,1875.0
69,4.248495242049359,0,0,4,6,9,10,2.3978952727983707,1,1,0,3,0,-3429,8.140315540159985,-1,0,0,1,1,1,-12390,9.424725681616493,-1,1,0,0,0,0,3,1.3862943611198906,0,0,3,3,3,1,4,4264.0
119,4.787491742782046,0,2,4,0,9,105,4.663439094112067,0,0,0,0,5,-2724,7.9102237070973445,-1,1,0,1,6,6,2142,7.669961995473577,1,1,0,2,0,2,6,1.9459101490553132,1,0,1,6,6,1,3,377.0
22,3.1354942159291497,1,1,2,1,2,21,3.091042453358316,0,0,1,0,1,1928,7.564757012905729,1,1,2,3,3,8,5808,8.667163717992533,1,1,0,3,5,8,4,1.6094379124341003,1,1,4,4,4,1,3,1482.0
67,4.219507705176107,0,1,2,4,7,64,4.174387269895637,1,1,4,1,4,-5355,8.585972706811063,-1,0,0,0,0,5,8500,9.04793908261736,1,1,1,0,2,0,5,1.791759469228055,0,2,0,5,5,1,2,1564.0
133,4.897839799950911,0,1,3,0,3,28,3.367295829986474,1,1,3,0,8,-2157,7.67693714581808,-1,0,0,3,6,3,1260,7.13966033596492,1,1,0,0,0,0,3,1.3862943611198906,0,0,3,3,3,1,3,464.0
51,3.9512437185814275,0,0,1,2,1,52,3.970291913552122,1,1,2,3,2,0,0.0,0,1,0,0,0,0,4320,8.371242135931933,1,1,0,0,1,0,6,1.9459101490553132,1,0,1,6,6,1,1,510.0
126,4.844187086458591,1,0,1,0,6,129,4.867534450455582,0,0,4,3,9,-5256,8.567315800819449,-1,1,0,4,1,4,6372,8.759825595314295,1,1,0,2,2,2,6,1.9459101490553132,1,0,1,6,6,3,3,312.0
89,4.499809670330265,0,2,4,5,9,49,3.912023005428146,0,1,4,0,9,-3096,8.038189179973203,-1,1,0,4,5,4,9376,9.146015161419625,1,1,1,1,3,6,8,2.1972245773362196,1,2,3,1,8,1,2,845.0
126,4.844187086458591,1,0,1,0,6,65,4.189654742026425,0,2,0,2,5,-8154,9.006386515055114,-1,1,0,1,1,6,8001,8.98744678941718,1,0,0,1,0,1,9,2.302585092994046,0,0,4,2,9,1,3,380.0
37,3.6375861597263857,0,1,2,2,7,149,5.0106352940962555,0,2,4,2,9,5088,8.534836626588833,1,1,0,3,6,8,-3580,8.183397369998433,-1,1,2,0,4,0,4,1.6094379124341003,1,1,4,4,4,1,2,2059.0
72,4.290459441148391,1,0,2,2,2,52,3.970291913552122,1,1,2,3,2,-90,4.51085950651685,-1,1,0,0,1,0,8900,9.093918908958932,1,1,2,0,3,0,5,1.791759469228055,0,2,0,5,5,1,2,1558.0
140,4.948759890378168,1,2,0,0,0,57,4.060443010546419,0,0,2,1,7,-2160,7.6783263565068856,-1,1,0,0,3,0,-432,6.07073772800249,-1,1,0,3,2,8,3,1.3862943611198906,0,0,3,3,3,1,4,435.0
56,4.04305126783455,1,2,1,0,6,117,4.770684624465665,0,0,2,5,7,5904,8.683554728631462,1,1,0,4,3,4,9012,9.10642325855641,1,1,0,2,3,2,4,1.6094379124341003,1,1,4,4,4,1,3,2465.0
125,4.836281906951478,0,2,0,6,5,10,2.3978952727983707,1,1,0,3,0,-693,6.542471960506805,-1,0,0,2,0,7,1350,7.208600337960199,1,1,0,0,6,0,3,1.3862943611198906,0,0,3,3,3,1,3,444.0
94,4.553876891600541,1,1,4,3,4,123,4.820281565605037,0,0,3,4,3,-3064,8.027802848370312,-1,1,2,1,2,6,-1776,7.482681828154651,-1,1,0,4,2,4,4,1.6094379124341003,1,1,4,4,4,1,2,1014.0
61,4.127134385045092,0,1,1,5,1,130,4.875197323201151,1,1,0,4,0,-658,6.490723534502507,-1,1,2,2,0,2,16730,9.725018565057663,1,1,2,0,0,0,7,2.0794415416798357,0,1,2,0,7,1,2,1517.0
68,4.23410650459726,1,2,3,5,8,145,4.983606621708336,0,1,0,5,5,-2195,7.694392802629421,-1,0,1,0,3,5,5825,8.67008593751938,1,0,2,0,1,5,5,1.791759469228055,0,2,0,5,5,1,3,451.0
116,4.762173934797756,1,2,1,4,6,77,4.356708826689592,0,2,2,0,7,-11984,9.391411146868485,-1,1,1,1,0,6,10388,9.248502833070532,1,1,2,3,0,8,7,2.0794415416798357,0,1,2,0,7,1,3,1305.0
45,3.828641396489095,0,0,0,3,5,133,4.897839799950911,0,1,3,0,3,3280,8.0959035329611,1,1,1,0,4,0,6328,8.752897524775305,1,1,1,3,0,8,4,1.6094379124341003,1,1,4,4,4,1,2,1450.0
14,2.70805020110221,1,2,4,0,4,13,2.6390573296152584,0,1,3,6,3,-5,1.791759469228055,-1,0,1,0,2,5,785,6.666956792429207,1,0,2,0,1,5,5,1.791759469228055,0,2,0,5,5,1,3,115.0
88,4.48863636973214,1,1,3,4,8,105,4.663439094112067,0,0,0,0,5,-1836,7.515889085215125,-1,1,0,4,5,4,-4668,8.448700194970938,-1,1,0,2,1,2,2,1.0986122886681098,1,2,2,2,2,1,3,2650.0
60,4.110873864173311,1,0,0,4,0,28,3.367295829986474,1,1,3,0,8,-10200,9.23024103368252,-1,1,0,0,6,0,9835,9.193804403336083,1,0,1,0,0,5,5,1.791759469228055,0,2,0,5,5,1,4,2523.0
133,4.897839799950911,0,1,3,0,3,15,2.772588722239781,0,0,0,1,5,-6650,8.802522498284421,-1,1,1,0,0,0,11775,9.373818840968658,1,0,0,0,1,5,5,1.791759469228055,0,2,0,5,5,1,5,2375.0
64,4.174387269895637,1,1,4,1,4,125,4.836281906951478,0,2,0,6,5,-328,5.796057750765372,-1,1,2,2,1,2,1072,6.9782137426306985,1,1,1,2,1,2,4,1.6094379124341003,1,1,4,4,4,1,3,290.0
24,3.2188758248682006,1,0,4,3,4,46,3.8501476017100584,1,1,1,4,6,-6336,8.754160749323518,-1,1,0,4,6,4,11916,9.385721231090805,1,1,0,1,2,6,6,1.9459101490553132,1,0,1,6,6,2,4,1938.0
48,3.8918202981106265,1,0,3,6,8,44,3.8066624897703196,1,2,4,2,4,1806,7.499423290592229,1,1,0,1,0,6,9056,9.111293218374948,1,1,2,1,5,6,2,1.0986122886681098,1,2,2,2,2,2,4,4551.0
144,4.976733742420574,1,0,4,4,4,80,4.394449154672439,1,2,0,3,0,-4796,8.475746001502063,-1,1,1,4,6,4,-7264,8.890823576004383,-1,1,2,1,2,6,4,1.6094379124341003,1,1,4,4,4,4,4,2225.0
98,4.59511985013459,1,2,3,0,8,131,4.882801922586371,0,2,1,5,1,189,5.247024072160486,1,0,0,4,0,9,-2493,7.821643126239982,-1,0,0,2,6,7,3,1.3862943611198906,0,0,3,3,3,1,2,1275.0
93,4.543294782270004,0,0,3,2,3,85,4.454347296253507,0,1,0,1,5,-6996,8.853236764745898,-1,1,0,4,4,4,9900,9.200391041122515,1,1,0,0,2,0,6,1.9459101490553132,1,0,1,6,6,1,2,1292.0
41,3.7376696182833684,0,2,1,6,1,118,4.77912349311153,1,1,3,6,8,-968,6.876264611890766,-1,1,1,2,5,2,9760,9.186150133174966,1,1,1,0,2,0,8,2.1972245773362196,1,2,3,1,8,1,2,345.0
144,4.976733742420574,1,0,4,4,4,104,4.653960350157523,1,2,4,6,4,-7966,8.983063289380366,-1,1,2,4,0,4,2912,7.976938756959434,1,1,2,2,0,2,7,2.0794415416798357,0,1,2,0,7,1,3,338.0
121,4.804021044733257,0,1,1,2,1,82,4.418840607796598,1,1,2,5,2,-1544,7.3427791893318455,-1,1,1,1,3,6,-2216,7.7039102096163115,-1,1,1,4,3,4,2,1.0986122886681098,1,2,2,2,2,1,3,1378.0
98,4.59511985013459,1,2,3,0,8,54,4.007333185232471,1,0,4,5,4,-7568,8.931816237309167,-1,1,1,2,6,2,-2304,7.742835955430749,-1,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,2,2,738.0
140,4.948759890378168,1,2,0,0,0,146,4.990432586778736,1,2,1,6,6,3480,8.15507488781144,1,1,0,0,1,0,14202,9.561208488881128,1,1,0,2,6,2,6,1.9459101490553132,1,0,1,6,6,2,2,2059.0
72,4.290459441148391,1,0,2,2,2,23,3.1780538303479458,0,2,3,2,3,-1880,7.53955882930103,-1,1,1,0,3,0,-15940,9.676649685633647,-1,1,2,0,6,0,10,2.3978952727983707,1,1,0,3,0,1,2,1900.0
48,3.8918202981106265,1,0,3,6,8,113,4.736198448394496,0,2,3,1,3,2916,7.978310969867722,1,1,0,1,4,6,-14175,9.559305672844863,-1,0,0,0,0,5,9,2.302585092994046,0,0,4,2,9,1,2,2700.0
42,3.7612001156935624,1,0,2,0,2,64,4.174387269895637,1,1,4,1,4,3321,8.10832229017324,1,0,0,1,3,1,-24696,10.114437057749631,-1,1,0,4,0,4,9,2.302585092994046,0,0,4,2,9,1,3,3403.0
15,2.772588722239781,0,0,0,1,5,20,3.044522437723423,1,2,0,6,0,-270,5.602118820879701,-1,1,0,0,3,0,4860,8.488999457045455,1,1,0,0,2,0,9,2.302585092994046,0,0,4,2,9,1,6,375.0
118,4.77912349311153,1,1,3,6,8,83,4.430816798843313,0,2,3,6,3,-4510,8.414274137408396,-1,1,2,0,5,0,4155,8.332308352219117,1,0,0,0,4,5,5,1.791759469228055,0,2,0,5,5,1,2,520.0
73,4.30406509320417,0,1,3,3,3,139,4.941642422609304,0,1,4,6,9,-8628,9.062883902508307,-1,1,0,2,3,2,11304,9.33300038471207,1,1,0,4,6,4,6,1.9459101490553132,1,0,1,6,6,1,2,1450.0
136,4.919980925828125,1,1,1,3,6,18,2.9444389791664403,1,0,3,4,8,1440,7.273092595999522,1,1,0,0,5,0,-4833,8.483429561263428,-1,0,0,2,4,7,3,1.3862943611198906,0,0,3,3,3,1,4,1887.0
